Equipo,Plan,Plan_Tarifario,PRECIO_CONTADO_EQUIPO,PRECIO_ONLINE_EQUIPO,CANTIDAD_CUOTA,CUOTA_INICIAL,PRECIO_CUOTA
Samsung Galaxy A04e,CUOTA,99.9,,,18,29,27
Samsung Galaxy A04e,CONTADO,159.9,,,,409,
Samsung Galaxy A04e,CUOTA,159.9,,,12,0,55
Samsung Galaxy A04e,CUOTA,159.9,,,18,29,27
Apple iPhone 14 Plus 128GB,CONTADO,41.9,,,,4029,
Apple iPhone 14 Plus 128GB,CONTADO,55.9,,,,4029,
Apple iPhone 14 Plus 128GB,CUOTA,55.9,,,12,2419,223
Apple iPhone 14 Plus 128GB,CONTADO,65.9,,,,4029,
Apple iPhone 14 Plus 128GB,CUOTA,65.9,,,12,2419,223
Apple iPhone 14 Plus 128GB,CONTADO,99.9,,,,4029,
Apple iPhone 14 Plus 128GB,CUOTA,99.9,,,12,2419,223
Apple iPhone 14 Plus 128GB,CUOTA,99.9,,,18,2249,184
Apple iPhone 14 Plus 128GB,CONTADO,159.9,,,,4029,
Apple iPhone 14 Plus 128GB,CUOTA,159.9,,,12,2419,223
Apple iPhone 14 Plus 128GB,CUOTA,159.9,,,18,2249,184
Apple iPhone 14 Pro 128GB,CONTADO,41.9,,,,4719,
Apple iPhone 14 Pro 128GB,CONTADO,55.9,,,,4499,
Apple iPhone 14 Pro 128GB,CUOTA,55.9,,,12,2829,261
Apple iPhone 14 Pro 128GB,CONTADO,65.9,,,,4499,
Apple iPhone 14 Pro 128GB,CUOTA,65.9,,,12,2829,261
Apple iPhone 14 Pro 128GB,CONTADO,99.9,,,,4369,
Apple iPhone 14 Pro 128GB,CUOTA,99.9,,,12,2829,261
Apple iPhone 14 Pro 128GB,CUOTA,99.9,,,18,2499,204
Apple iPhone 14 Pro 128GB,CONTADO,159.9,,,,4369,
Apple iPhone 14 Pro 128GB,CUOTA,159.9,,,12,2829,261
Apple iPhone 14 Pro 128GB,CUOTA,159.9,,,18,2499,204
Apple iPhone 14 Pro Max 128GB,CONTADO,41.9,,,,5319,
Apple iPhone 14 Pro Max 128GB,CONTADO,55.9,,,,5319,
Apple iPhone 14 Pro Max 128GB,CUOTA,55.9,,,12,3209,297
Apple iPhone 14 Pro Max 128GB,CONTADO,65.9,,,,5299,
Apple iPhone 14 Pro Max 128GB,CUOTA,65.9,,,12,3209,297
Apple iPhone 14 Pro Max 128GB,CONTADO,99.9,,,,4839,
Apple iPhone 14 Pro Max 128GB,CUOTA,99.9,,,12,0,750
Apple iPhone 14 Pro Max 128GB,CUOTA,99.9,,,18,2749,225
Apple iPhone 14 Pro Max 128GB,CONTADO,159.9,,,,4839,
Apple iPhone 14 Pro Max 128GB,CUOTA,159.9,,,12,0,750
Apple iPhone 14 Pro Max 128GB,CUOTA,159.9,,,18,2749,225
ZTE Blade V40 Vita,CONTADO,41.9,1386,539,dto.,61%,
ZTE Blade V40 Vita,CONTADO,55.9,1386,539,dto.,61%,
ZTE Blade V40 Vita,CUOTA,55.9,,,12,0,78
ZTE Blade V40 Vita,CUOTA,55.9,,,18,119,35
ZTE Blade V40 Vita,CONTADO,65.9,1386,539,dto.,61%,
ZTE Blade V40 Vita,CUOTA,65.9,,,12,0,78
ZTE Blade V40 Vita,CONTADO,99.9,1386,539,dto.,61%,
ZTE Blade V40 Vita,CUOTA,99.9,,,12,0,78
ZTE Blade V40 Vita,CUOTA,99.9,,,18,79,35
ZTE Blade V40 Vita,CONTADO,159.9,1386,539,dto.,61%,
ZTE Blade V40 Vita,CUOTA,159.9,,,12,0,78
ZTE Blade V40 Vita,CUOTA,159.9,,,18,39,37
Apple iPhone 11 64GB,CONTADO,41.9,3291,1989,dto.,40%,
Apple iPhone 11 64GB,CONTADO,55.9,3291,1989,dto.,40%,
Apple iPhone 11 64GB,CUOTA,55.9,,,12,0,260
Apple iPhone 11 64GB,CONTADO,65.9,3291,1989,dto.,40%,
Apple iPhone 11 64GB,CUOTA,65.9,,,12,0,260
Apple iPhone 11 64GB,CONTADO,99.9,3291,1799,dto.,40%,
Apple iPhone 11 64GB,CUOTA,99.9,,,12,0,260
Apple iPhone 11 64GB,CONTADO,159.9,3291,1799,dto.,40%,
Apple iPhone 11 64GB,CUOTA,159.9,,,12,0,260
HONOR 70 256GB + Earbuds X,CONTADO,41.9,,,,2289,
HONOR 70 256GB + Earbuds X,CONTADO,55.9,,,,2289,
HONOR 70 256GB + Earbuds X,CONTADO,65.9,,,,2289,
HONOR 70 256GB + Earbuds X,CONTADO,99.9,,,,2179,
HONOR 70 256GB + Earbuds X,CONTADO,159.9,,,,2179,
Samsung Galaxy S20 FE 5G,CONTADO,41.9,3575,1789,dto.,50%,
Samsung Galaxy S20 FE 5G,CONTADO,55.9,3575,1789,dto.,50%,
Samsung Galaxy S20 FE 5G,CUOTA,55.9,,,12,0,245
Samsung Galaxy S20 FE 5G,CONTADO,65.9,3575,1789,dto.,50%,
Samsung Galaxy S20 FE 5G,CUOTA,65.9,,,12,0,245
Samsung Galaxy S20 FE 5G,CONTADO,99.9,3575,1709,dto.,50%,
Samsung Galaxy S20 FE 5G,CUOTA,99.9,,,12,0,245
Samsung Galaxy S20 FE 5G,CUOTA,99.9,,,18,699,117
Samsung Galaxy S20 FE 5G,CONTADO,159.9,3575,1709,dto.,50%,
Samsung Galaxy S20 FE 5G,CUOTA,159.9,,,12,0,245
Samsung Galaxy S20 FE 5G,CUOTA,159.9,,,18,429,132
Motorola Moto G22,CONTADO,41.9,1440,609,dto.,58%,
Motorola Moto G22,CONTADO,55.9,1440,609,dto.,58%,
Motorola Moto G22,CUOTA,55.9,,,12,0,76
Motorola Moto G22,CUOTA,55.9,,,18,159,48
Motorola Moto G22,CONTADO,65.9,1440,609,dto.,58%,
Motorola Moto G22,CUOTA,65.9,,,12,0,76
Motorola Moto G22,CONTADO,99.9,1440,589,dto.,58%,
Motorola Moto G22,CUOTA,99.9,,,12,0,76
Motorola Moto G22,CUOTA,99.9,,,18,99,48
Motorola Moto G22,CONTADO,159.9,1440,589,dto.,58%,
Motorola Moto G22,CUOTA,159.9,,,12,0,76
Motorola Moto G22,CUOTA,159.9,,,18,49,51
Honor X8A,CONTADO,41.9,1638,899,dto.,45%,
Honor X8A,CONTADO,55.9,1638,899,dto.,45%,
Honor X8A,CUOTA,55.9,,,12,0,118
Honor X8A,CONTADO,65.9,1638,899,dto.,45%,
Honor X8A,CUOTA,65.9,,,12,0,118
Honor X8A,CONTADO,99.9,1638,899,dto.,45%,
Honor X8A,CUOTA,99.9,,,12,0,118
Honor X8A,CONTADO,159.9,1638,899,dto.,45%,
Honor X8A,CUOTA,159.9,,,12,0,118
Motorola Moto G53,CONTADO,41.9,1314,729,dto.,45%,
Motorola Moto G53,CONTADO,55.9,1314,729,dto.,45%,
Motorola Moto G53,CUOTA,55.9,,,12,0,119
Motorola Moto G53,CONTADO,65.9,1314,729,dto.,45%,
Motorola Moto G53,CUOTA,65.9,,,12,0,119
Motorola Moto G53,CONTADO,99.9,1314,729,dto.,45%,
Motorola Moto G53,CUOTA,99.9,,,12,0,119
Motorola Moto G53,CONTADO,159.9,1314,729,dto.,45%,
Motorola Moto G53,CUOTA,159.9,,,12,0,119
VIVO Y22s,CONTADO,41.9,1692,749,dto.,56%,
VIVO Y22s,CONTADO,55.9,1692,749,dto.,56%,
VIVO Y22s,CUOTA,55.9,,,12,0,97
VIVO Y22s,CUOTA,55.9,,,18,159,50
VIVO Y22s,CONTADO,65.9,1692,749,dto.,56%,
VIVO Y22s,CUOTA,65.9,,,12,0,97
VIVO Y22s,CONTADO,99.9,1692,749,dto.,56%,
VIVO Y22s,CUOTA,99.9,,,12,0,97
VIVO Y22s,CUOTA,99.9,,,18,99,50
VIVO Y22s,CONTADO,159.9,1692,749,dto.,56%,
VIVO Y22s,CUOTA,159.9,,,12,0,97
VIVO Y22s,CUOTA,159.9,,,18,49,53
Samsung Galaxy A33,CONTADO,41.9,2106,1199,dto.,43%,
Samsung Galaxy A33,CONTADO,55.9,2106,1199,dto.,43%,
Samsung Galaxy A33,CONTADO,65.9,2106,1199,dto.,43%,
Samsung Galaxy A33,CONTADO,99.9,2106,1139,dto.,43%,
Samsung Galaxy A33,CONTADO,159.9,2106,1139,dto.,43%,
Xiaomi Redmi 10C 3+64GB,CONTADO,41.9,,,,469,
Xiaomi Redmi 10C 3+64GB,CONTADO,55.9,,,,469,
Xiaomi Redmi 10C 3+64GB,CUOTA,55.9,,,12,0,78
Xiaomi Redmi 10C 3+64GB,CUOTA,55.9,,,18,119,34
Xiaomi Redmi 10C 3+64GB,CONTADO,65.9,,,,469,
Xiaomi Redmi 10C 3+64GB,CUOTA,65.9,,,12,0,78
Xiaomi Redmi 10C 3+64GB,CONTADO,99.9,,,,469,
Xiaomi Redmi 10C 3+64GB,CUOTA,99.9,,,12,0,78
Xiaomi Redmi 10C 3+64GB,CUOTA,99.9,,,18,79,34
Xiaomi Redmi 10C 3+64GB,CONTADO,159.9,,,,469,
Xiaomi Redmi 10C 3+64GB,CUOTA,159.9,,,12,0,78
Xiaomi Redmi 10C 3+64GB,CUOTA,159.9,,,18,39,36
SAMSUNG Galaxy A04,CONTADO,41.9,,,,489,
SAMSUNG Galaxy A04,CONTADO,55.9,,,,489,
SAMSUNG Galaxy A04,CUOTA,55.9,,,12,0,70
SAMSUNG Galaxy A04,CUOTA,55.9,,,18,79,35
SAMSUNG Galaxy A04,CONTADO,65.9,,,,489,
SAMSUNG Galaxy A04,CUOTA,65.9,,,12,0,70
SAMSUNG Galaxy A04,CONTADO,99.9,,,,489,
SAMSUNG Galaxy A04,CUOTA,99.9,,,12,0,70
SAMSUNG Galaxy A04,CUOTA,99.9,,,18,39,35
SAMSUNG Galaxy A04,CONTADO,159.9,,,,489,
SAMSUNG Galaxy A04,CUOTA,159.9,,,12,0,70
SAMSUNG Galaxy A04,CUOTA,159.9,,,18,39,35
XIAOMI Redmi Note 11S,CONTADO,41.9,1890,1139,dto.,40%,
XIAOMI Redmi Note 11S,CONTADO,55.9,1890,1139,dto.,40%,
XIAOMI Redmi Note 11S,CUOTA,55.9,,,12,0,141
XIAOMI Redmi Note 11S,CUOTA,55.9,,,18,359,61
XIAOMI Redmi Note 11S,CONTADO,65.9,1890,1139,dto.,40%,
XIAOMI Redmi Note 11S,CUOTA,65.9,,,12,0,141
XIAOMI Redmi Note 11S,CONTADO,99.9,1890,1079,dto.,40%,
XIAOMI Redmi Note 11S,CUOTA,99.9,,,12,0,141
XIAOMI Redmi Note 11S,CUOTA,99.9,,,18,199,60
XIAOMI Redmi Note 11S,CONTADO,159.9,1890,1079,dto.,40%,
XIAOMI Redmi Note 11S,CUOTA,159.9,,,12,0,141
XIAOMI Redmi Note 11S,CUOTA,159.9,,,18,119,60
Oppo A57 128GB,CONTADO,41.9,1386,699,dto.,50%,
Oppo A57 128GB,CUOTA,41.9,,,12,0,84
Oppo A57 128GB,CONTADO,55.9,1386,699,dto.,50%,
Oppo A57 128GB,CUOTA,55.9,,,12,0,84
Oppo A57 128GB,CONTADO,65.9,1386,699,dto.,50%,
Oppo A57 128GB,CUOTA,65.9,,,12,0,84
Oppo A57 128GB,CONTADO,99.9,1386,699,dto.,50%,
Oppo A57 128GB,CUOTA,99.9,,,12,0,84
Oppo A57 128GB,CUOTA,99.9,,,18,269,44
Oppo A57 128GB,CUOTA,159.5,,,12,0,84
Oppo A57 128GB,CONTADO,159.9,1386,699,dto.,50%,
Oppo A57 128GB,CUOTA,159.9,,,12,0,86
Oppo A57 128GB,CUOTA,159.9,,,18,159,50
Honor X6,CONTADO,41.9,1206,519,dto.,57%,
Honor X6,CONTADO,55.9,1206,519,dto.,57%,
Honor X6,CUOTA,55.9,,,12,0,67
Honor X6,CUOTA,55.9,,,18,139,40
Honor X6,CONTADO,65.9,1206,519,dto.,57%,
Honor X6,CUOTA,65.9,,,12,0,67
Honor X6,CONTADO,99.9,1206,519,dto.,57%,
Honor X6,CUOTA,99.9,,,12,0,67
Honor X6,CUOTA,99.9,,,18,89,40
Honor X6,CONTADO,159.9,1206,519,dto.,57%,
Honor X6,CUOTA,159.9,,,12,0,67
Honor X6,CUOTA,159.9,,,18,49,42
OPPO A17,CONTADO,41.9,,,,549,
OPPO A17,CONTADO,55.9,,,,549,
OPPO A17,CUOTA,55.9,,,12,0,70
OPPO A17,CUOTA,55.9,,,18,149,44
OPPO A17,CONTADO,65.9,,,,549,
OPPO A17,CUOTA,65.9,,,12,0,70
OPPO A17,CONTADO,99.9,,,,549,
OPPO A17,CUOTA,99.9,,,12,0,70
OPPO A17,CUOTA,99.9,,,18,99,44
OPPO A17,CONTADO,159.9,,,,549,
OPPO A17,CUOTA,159.9,,,12,0,70
OPPO A17,CUOTA,159.9,,,18,39,47
Honor X7A,CONTADO,41.9,659,0,dto.,50%,
Honor X7A,CUOTA,41.9,,,12,0,87
Honor X7A,CONTADO,55.9,659,0,dto.,50%,
Honor X7A,CUOTA,55.9,,,12,0,87
Honor X7A,CONTADO,65.9,659,0,dto.,50%,
Honor X7A,CUOTA,65.9,,,12,0,87
Honor X7A,CONTADO,99.9,619,0,dto.,50%,
Honor X7A,CUOTA,99.9,,,12,0,87
Honor X7A,CONTADO,159.5,1314,689,dto.,48%,
Honor X7A,CUOTA,159.5,,,12,0,87
Honor X7A,CONTADO,159.9,619,0,dto.,50%,
Honor X7A,CUOTA,159.9,,,12,0,89
Samsung Galaxy A14,CONTADO,41.9,959,779,dto.,19%,
Samsung Galaxy A14,CUOTA,41.9,,,12,0,102
Samsung Galaxy A14,CUOTA,41.9,,,18,219,45
Samsung Galaxy A14,CONTADO,55.9,959,779,dto.,19%,
Samsung Galaxy A14,CUOTA,55.9,,,12,0,102
Samsung Galaxy A14,CUOTA,55.9,,,18,149,45
Samsung Galaxy A14,CONTADO,65.9,959,779,dto.,19%,
Samsung Galaxy A14,CUOTA,65.9,,,12,0,102
Samsung Galaxy A14,CUOTA,65.9,,,18,149,45
Samsung Galaxy A14,CONTADO,99.9,959,779,dto.,19%,
Samsung Galaxy A14,CUOTA,99.9,,,12,0,102
Samsung Galaxy A14,CUOTA,99.9,,,18,99,45
Samsung Galaxy A14,CONTADO,159.9,959,779,dto.,19%,
Samsung Galaxy A14,CUOTA,159.9,,,12,0,102
Samsung Galaxy A14,CUOTA,159.9,,,18,39,48
Xiaomi Redmi Note 12,CONTADO,41.9,1495,809,dto.,46%,
Xiaomi Redmi Note 12,CONTADO,55.9,1495,809,dto.,46%,
Xiaomi Redmi Note 12,CUOTA,55.9,,,12,0,106
Xiaomi Redmi Note 12,CONTADO,65.9,1495,809,dto.,46%,
Xiaomi Redmi Note 12,CUOTA,65.9,,,12,0,106
Xiaomi Redmi Note 12,CONTADO,99.9,1495,809,dto.,46%,
Xiaomi Redmi Note 12,CUOTA,99.9,,,12,0,106
Xiaomi Redmi Note 12,CONTADO,159.9,1495,809,dto.,46%,
Xiaomi Redmi Note 12,CUOTA,159.9,,,12,0,106
Xiaomi Redmi Note 11 128GB + Buds Essential,CONTADO,41.9,1692,669,dto.,60%,
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,41.9,,,18,219,50
Xiaomi Redmi Note 11 128GB + Buds Essential,CONTADO,55.9,1692,669,dto.,60%,
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,55.9,,,12,0,110
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,55.9,,,18,169,49
Xiaomi Redmi Note 11 128GB + Buds Essential,CONTADO,65.9,1692,669,dto.,60%,
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,65.9,,,12,0,110
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,65.9,,,18,169,49
Xiaomi Redmi Note 11 128GB + Buds Essential,CONTADO,99.9,1692,669,dto.,60%,
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,99.9,,,12,0,110
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,99.9,,,18,109,49
Xiaomi Redmi Note 11 128GB + Buds Essential,CONTADO,159.9,1692,669,dto.,60%,
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,159.9,,,12,0,110
Xiaomi Redmi Note 11 128GB + Buds Essential,CUOTA,159.9,,,18,49,52
Xiaomi Redmi 12C,CONTADO,41.9,,,,489,
Xiaomi Redmi 12C,CONTADO,55.9,,,,489,
Xiaomi Redmi 12C,CONTADO,65.9,,,,489,
Xiaomi Redmi 12C,CONTADO,99.9,,,,489,
Xiaomi Redmi 12C,CONTADO,159.9,,,,489,
ZTE Blade A53 Plus,CONTADO,41.9,659,359,dto.,46%,
ZTE Blade A53 Plus,CUOTA,41.9,,,12,0,54
ZTE Blade A53 Plus,CONTADO,55.9,659,359,dto.,46%,
ZTE Blade A53 Plus,CUOTA,55.9,,,12,0,54
ZTE Blade A53 Plus,CONTADO,65.9,659,359,dto.,46%,
ZTE Blade A53 Plus,CUOTA,65.9,,,12,0,54
ZTE Blade A53 Plus,CONTADO,99.9,659,359,dto.,46%,
ZTE Blade A53 Plus,CUOTA,99.9,,,12,0,54
ZTE Blade A53 Plus,CUOTA,159.5,,,12,0,54
ZTE Blade A53 Plus,CONTADO,159.9,659,359,dto.,46%,
Xiaomi Redmi A1,CONTADO,41.9,,,,359,
Xiaomi Redmi A1,CONTADO,55.9,,,,359,
Xiaomi Redmi A1,CUOTA,55.9,,,12,0,46
Xiaomi Redmi A1,CUOTA,55.9,,,18,59,24
Xiaomi Redmi A1,CONTADO,65.9,,,,359,
Xiaomi Redmi A1,CUOTA,65.9,,,12,0,46
Xiaomi Redmi A1,CONTADO,99.9,,,,359,
Xiaomi Redmi A1,CUOTA,99.9,,,12,0,46
Xiaomi Redmi A1,CUOTA,99.9,,,18,29,24
Xiaomi Redmi A1,CONTADO,159.9,,,,359,
Xiaomi Redmi A1,CUOTA,159.9,,,12,0,46
Xiaomi Redmi A1,CUOTA,159.9,,,18,29,24
Samsung Galaxy A53,CONTADO,41.9,2664,1529,dto.,43%,
Samsung Galaxy A53,CONTADO,55.9,2664,1529,dto.,43%,
Samsung Galaxy A53,CUOTA,55.9,,,12,0,208
Samsung Galaxy A53,CUOTA,55.9,,,18,0,145
Samsung Galaxy A53,CONTADO,65.9,2664,1529,dto.,43%,
Samsung Galaxy A53,CUOTA,65.9,,,12,0,208
Samsung Galaxy A53,CONTADO,99.9,2664,1419,dto.,43%,
Samsung Galaxy A53,CUOTA,99.9,,,12,0,208
Samsung Galaxy A53,CUOTA,99.9,,,18,0,132
Samsung Galaxy A53,CONTADO,159.9,2664,1419,dto.,43%,
Samsung Galaxy A53,CUOTA,159.9,,,12,0,208
Samsung Galaxy A53,CUOTA,159.9,,,18,0,132
Motorola Moto G31,CONTADO,41.9,1242,519,dto.,58%,
Motorola Moto G31,CONTADO,55.9,1242,519,dto.,58%,
Motorola Moto G31,CUOTA,55.9,,,12,0,67
Motorola Moto G31,CUOTA,55.9,,,18,179,52
Motorola Moto G31,CONTADO,65.9,1242,519,dto.,58%,
Motorola Moto G31,CUOTA,65.9,,,12,0,67
Motorola Moto G31,CONTADO,99.9,1242,519,dto.,58%,
Motorola Moto G31,CUOTA,99.9,,,12,0,67
Motorola Moto G31,CUOTA,99.9,,,18,109,52
Motorola Moto G31,CONTADO,159.9,1242,519,dto.,58%,
Motorola Moto G31,CUOTA,159.9,,,12,0,67
Motorola Moto G31,CUOTA,159.9,,,18,59,55
ZTE Blade V30 Vita,CONTADO,41.9,882,439,dto.,50%,
ZTE Blade V30 Vita,CONTADO,55.9,882,439,dto.,50%,
ZTE Blade V30 Vita,CUOTA,55.9,,,12,0,62
ZTE Blade V30 Vita,CUOTA,55.9,,,18,79,30
ZTE Blade V30 Vita,CONTADO,65.9,882,439,dto.,50%,
ZTE Blade V30 Vita,CUOTA,65.9,,,12,0,62
ZTE Blade V30 Vita,CONTADO,99.9,882,439,dto.,50%,
ZTE Blade V30 Vita,CUOTA,99.9,,,12,0,62
ZTE Blade V30 Vita,CUOTA,99.9,,,18,0,32
ZTE Blade V30 Vita,CONTADO,159.9,882,439,dto.,50%,
ZTE Blade V30 Vita,CUOTA,159.9,,,12,0,62
ZTE Blade V30 Vita,CUOTA,159.9,,,18,0,32
Xiaomi Redmi Note 10 Pro,CONTADO,41.9,,,,979,
Xiaomi Redmi Note 10 Pro,CONTADO,55.9,,,,979,
Xiaomi Redmi Note 10 Pro,CUOTA,55.9,,,12,739,61
Xiaomi Redmi Note 10 Pro,CUOTA,55.9,,,18,379,61
Xiaomi Redmi Note 10 Pro,CONTADO,65.9,,,,979,
Xiaomi Redmi Note 10 Pro,CONTADO,99.9,,,,889,
Xiaomi Redmi Note 10 Pro,CUOTA,99.9,,,12,559,61
Xiaomi Redmi Note 10 Pro,CUOTA,99.9,,,18,189,61
Xiaomi Redmi Note 10 Pro,CONTADO,159.9,,,,889,
Xiaomi Redmi Note 10 Pro,CUOTA,159.9,,,12,479,61
Xiaomi Redmi Note 10 Pro,CUOTA,159.9,,,18,119,61
Oppo A54,CONTADO,41.9,864,679,dto.,21%,
Oppo A54,CONTADO,55.9,864,679,dto.,21%,
Oppo A54,CUOTA,55.9,,,12,0,88
Oppo A54,CUOTA,55.9,,,18,159,75
Oppo A54,CONTADO,65.9,864,679,dto.,21%,
Oppo A54,CUOTA,65.9,,,12,0,88
Oppo A54,CONTADO,99.9,864,679,dto.,21%,
Oppo A54,CUOTA,99.9,,,12,0,88
Oppo A54,CUOTA,99.9,,,18,0,73
Oppo A54,CONTADO,159.9,864,679,dto.,21%,
Oppo A54,CUOTA,159.9,,,12,0,88
Oppo A54,CUOTA,159.9,,,18,0,69
SAMSUNG Galaxy A03 Core,CONTADO,41.9,423,319,dto.,25%,
SAMSUNG Galaxy A03 Core,CONTADO,55.9,423,319,dto.,25%,
SAMSUNG Galaxy A03 Core,CUOTA,55.9,,,12,209,26
SAMSUNG Galaxy A03 Core,CUOTA,55.9,,,18,49,26
SAMSUNG Galaxy A03 Core,CONTADO,65.9,423,319,dto.,25%,
SAMSUNG Galaxy A03 Core,CONTADO,99.9,423,299,dto.,25%,
SAMSUNG Galaxy A03 Core,CUOTA,99.9,,,12,189,25
SAMSUNG Galaxy A03 Core,CUOTA,99.9,,,18,39,25
SAMSUNG Galaxy A03 Core,CONTADO,159.9,423,299,dto.,25%,
SAMSUNG Galaxy A03 Core,CUOTA,159.9,,,12,189,25
SAMSUNG Galaxy A03 Core,CUOTA,159.9,,,18,39,25
Apple iPhone 13 Pro Max 128GB,CONTADO,41.9,5850,4749,dto.,19%,
Apple iPhone 13 Pro Max 128GB,CONTADO,55.9,5850,4749,dto.,19%,
Apple iPhone 13 Pro Max 128GB,CUOTA,55.9,,,12,4539,198
Apple iPhone 13 Pro Max 128GB,CUOTA,55.9,,,18,4539,171
Apple iPhone 13 Pro Max 128GB,CONTADO,65.9,5850,4749,dto.,19%,
Apple iPhone 13 Pro Max 128GB,CONTADO,99.9,5850,4749,dto.,19%,
Apple iPhone 13 Pro Max 128GB,CUOTA,99.9,,,12,0,471
Apple iPhone 13 Pro Max 128GB,CUOTA,99.9,,,18,0,359
Apple iPhone 13 Pro Max 128GB,CONTADO,159.9,5850,4749,dto.,19%,
Apple iPhone 13 Pro Max 128GB,CUOTA,159.9,,,12,0,471
Apple iPhone 13 Pro Max 128GB,CUOTA,159.9,,,18,0,359
Apple iPhone 13 Pro 128GB,CONTADO,41.9,6747,4219,dto.,37%,
Apple iPhone 13 Pro 128GB,CONTADO,55.9,6747,4219,dto.,37%,
Apple iPhone 13 Pro 128GB,CUOTA,55.9,,,12,4119,227
Apple iPhone 13 Pro 128GB,CUOTA,55.9,,,18,4119,195
Apple iPhone 13 Pro 128GB,CONTADO,65.9,6747,4219,dto.,37%,
Apple iPhone 13 Pro 128GB,CONTADO,99.9,6747,4219,dto.,37%,
Apple iPhone 13 Pro 128GB,CUOTA,99.9,,,12,0,450
Apple iPhone 13 Pro 128GB,CUOTA,99.9,,,18,0,368
Apple iPhone 13 Pro 128GB,CONTADO,159.9,6747,4219,dto.,37%,
Apple iPhone 13 Pro 128GB,CUOTA,159.9,,,12,0,450
Apple iPhone 13 Pro 128GB,CUOTA,159.9,,,18,0,368
Apple iPhone 14 256GB,CONTADO,41.9,,,,0,
Apple iPhone 14 256GB,CONTADO,55.9,,,,4059,
Apple iPhone 14 256GB,CONTADO,65.9,,,,4059,
Apple iPhone 14 256GB,CONTADO,99.9,,,,4059,
Apple iPhone 14 256GB,CUOTA,99.9,,,12,2529,233
Apple iPhone 14 256GB,CUOTA,99.9,,,18,2249,184
Apple iPhone 14 256GB,CONTADO,159.9,,,,4059,
Apple iPhone 14 256GB,CUOTA,159.9,,,12,2529,233
Apple iPhone 14 256GB,CUOTA,159.9,,,18,2249,184
XIAOMI Redmi 10 2022,CONTADO,41.9,1440,799,dto.,45%,
XIAOMI Redmi 10 2022,CONTADO,55.9,1440,799,dto.,45%,
XIAOMI Redmi 10 2022,CUOTA,55.9,,,12,0,76
XIAOMI Redmi 10 2022,CUOTA,55.9,,,18,159,45
XIAOMI Redmi 10 2022,CONTADO,65.9,1440,799,dto.,45%,
XIAOMI Redmi 10 2022,CONTADO,99.9,1440,759,dto.,45%,
XIAOMI Redmi 10 2022,CUOTA,99.9,,,12,0,76
XIAOMI Redmi 10 2022,CUOTA,99.9,,,18,99,45
XIAOMI Redmi 10 2022,CONTADO,159.9,1440,759,dto.,45%,
XIAOMI Redmi 10 2022,CUOTA,159.9,,,12,0,76
XIAOMI Redmi 10 2022,CUOTA,159.9,,,18,49,48
Apple iPhone 14 Pro 512GB,CONTADO,41.9,,,,0,
Apple iPhone 14 Pro 512GB,CONTADO,55.9,,,,5859,
Apple iPhone 14 Pro 512GB,CONTADO,65.9,,,,5859,
Apple iPhone 14 Pro 512GB,CONTADO,99.9,,,,5859,
Apple iPhone 14 Pro 512GB,CONTADO,159.9,,,,5859,
Apple Iphone 13 512GB,CONTADO,41.9,7385,2829,dto.,62%,
Apple Iphone 13 512GB,CONTADO,55.9,7385,2829,dto.,62%,
Apple Iphone 13 512GB,CUOTA,55.9,,,12,0,365
Apple Iphone 13 512GB,CUOTA,55.9,,,18,4019,236
Apple Iphone 13 512GB,CONTADO,65.9,7385,2829,dto.,62%,
Apple Iphone 13 512GB,CUOTA,65.9,,,12,0,365
Apple Iphone 13 512GB,CONTADO,99.9,7385,2829,dto.,62%,
Apple Iphone 13 512GB,CUOTA,99.9,,,12,0,365
Apple Iphone 13 512GB,CUOTA,99.9,,,18,0,413
Apple Iphone 13 512GB,CONTADO,159.9,7385,2829,dto.,62%,
Apple Iphone 13 512GB,CUOTA,159.9,,,12,0,365
Apple Iphone 13 512GB,CUOTA,159.9,,,18,0,413
Apple Iphone 13 Pro 512GB,CONTADO,41.9,8207,3989,dto.,51%,
Apple Iphone 13 Pro 512GB,CONTADO,55.9,8207,3989,dto.,51%,
Apple Iphone 13 Pro 512GB,CONTADO,65.9,8207,3989,dto.,51%,
Apple Iphone 13 Pro 512GB,CONTADO,99.9,8207,3989,dto.,51%,
Apple Iphone 13 Pro 512GB,CONTADO,159.9,8207,3989,dto.,51%,
Samsung Galaxy Z Fold 4 256GB,CONTADO,41.9,,,,6459,
Samsung Galaxy Z Fold 4 256GB,CONTADO,55.9,,,,6459,
Samsung Galaxy Z Fold 4 256GB,CUOTA,55.9,,,12,0,833
Samsung Galaxy Z Fold 4 256GB,CONTADO,65.9,,,,6459,
Samsung Galaxy Z Fold 4 256GB,CUOTA,65.9,,,12,0,833
Samsung Galaxy Z Fold 4 256GB,CONTADO,99.9,,,,6459,
Samsung Galaxy Z Fold 4 256GB,CUOTA,99.9,,,12,0,833
